"","Entity","CUI","Freq","Tid","Tname"
"6783","study hypotheses","C2372007",2,"T041","Mental Process"
"6787","increased learning rate","C0870792",2,"T041","Mental Process"
"6788","type ii errors","C0871556",2,"T033","Finding"
"6790","reciprocal interaction","C0871226",2,"T054","Social Behavior"
"6791","reciprocal interactions","C0871226",2,"T054","Social Behavior"
"6796","recognition dysfunction","C0524637",2,"T041","Mental Process"
"6797","decreased marble burying","C0263398",2,"T047","Disease or Syndrome"
"6798","recognition of emotions","C0524637",2,"T041","Mental Process"
"6799","elevated rate","C0151632",2,"T033","Finding"
"6800","elevated psychopathic traits","C0233859",2,"T048","Mental or Behavioral Dysfunction"
"6801","decreased manoeuvring ability","C0020620",2,"T047","Disease or Syndrome"
"6802","increased intestinal inflammation","C3889047",2,"T033","Finding"
"6804","broad forehead","C1849089",2,"T033","Finding"
"6805","mentalizing deficits","C0796271",2,"T047","Disease or Syndrome"
"6806","multiple emotional problems","C0677660",2,"T048","Mental or Behavioral Dysfunction"
"6810","breathing problems","C1260922",2,"T033","Finding"
"6816","receptive communication","C1822405",2,"T033","Finding"
"6826","elevated testosterone levels","C3809202",2,"T033","Finding"
"6828","sub-clinical symptoms","C3483785",2,"T033","Finding"
"6832","visual-speech recognition performance","C0597498",2,"T041","Mental Process"
"6841","emotional arousal","C0003808",2,"T041","Mental Process"
"6846","bold response changes","C3854357",2,"T033","Finding"
"6850","bonding behavior","C0028758",2,"T041","Mental Process"
"6851","second language","C0424920",2,"T033","Finding"
"6857","pregestational dm","C3828492",2,"T047","Disease or Syndrome"
"6864","diagnosed hearing impairment","C0260662",2,"T033","Finding"
"6865","increased parenting stress","C1999012",2,"T033","Finding"
"6868","substantial change","C2108474",2,"T033","Finding"
"6870","adhd of the combined subtype","C2945552",2,"T048","Mental or Behavioral Dysfunction"
"6871","decreased spine density in cortical neurons","C1265608",2,"T033","Finding"
"6872","increased prosocial behaviors","C0871164",2,"T054","Social Behavior"
"6873","premature ovarian failure","C0085215",2,"T047","Disease or Syndrome"
"6874","emotional distress","C0700361",2,"T033","Finding"
"6875","animated character","C2712461",2,"T056","Daily or Recreational Activity"
"6876","vertebral abnormalities","C1834129",2,"T033","Finding"
"6880","mthfr mutations","C3805092",2,"T047","Disease or Syndrome"
"6882","bodily movement coordination","C1319208",2,"T033","Finding"
"6883","diabetes decreases","C0011847",2,"T047","Disease or Syndrome"
"6888","increased prevalence","C4230419",2,"T033","Finding"
"6891","adhd of the inattentive subtype","C0339002",2,"T048","Mental or Behavioral Dysfunction"
"6892","emotional challenges","C0013987",2,"T041","Mental Process"
"6894","body growth abnormalities","C0262361",2,"T033","Finding"
"6895","body language","C0005892",2,"T054","Social Behavior"
"6896","emotional bullying","C0424319",2,"T033","Finding"
"6899","rbs-r repetitive behavior scale","C0392475",2,"T047","Disease or Syndrome"
"6904","emotion (anger, happiness","C0002957",2,"T041","Mental Process"
"6909","low f concentration in synergy","C0442811",2,"T033","Finding"
"6915","reactive attachment disorder","C0525043",2,"T048","Mental or Behavioral Dysfunction"
"6917","intracranial hypertension","C0151740",2,"T033","Finding"
"6920","brain atrophy","C0235946",2,"T047","Disease or Syndrome"
"6924","type 1 diabetes","C0011854",2,"T047","Disease or Syndrome"
"6926","fewer depressive symptoms","C0086132",2,"T184","Sign or Symptom"
"6928","increased numbers of cd4 t cells","C3279152",2,"T033","Finding"
"6932","abnormal brain","C0476393",2,"T033","Finding"
"6934","decreased reaction","C0542189",2,"T033","Finding"
"6935","emotion sensitivity","C0312418",2,"T041","Mental Process"
"6939","second gradient","C2067598",2,"T033","Finding"
"6942","emotion recognition problems","C0677660",2,"T048","Mental or Behavioral Dysfunction"
"6943","abnormal brain growth","C0262361",2,"T033","Finding"
"6944","short scores","C1275492",2,"T033","Finding"
"6946","subsequent adhd","C1263846",2,"T048","Mental or Behavioral Dysfunction"
"6948","high birth weight","C0349482",2,"T033","Finding"
"6950","emotion recognition deficits","C4072928",2,"T048","Mental or Behavioral Dysfunction"
"6954","short stimulus condition","C0234404",2,"T041","Mental Process"
"6957","recollection dysfunction","C0034770",2,"T041","Mental Process"
"6958","mental stress","C0038443",2,"T048","Mental or Behavioral Dysfunction"
"6962","decreased expression","C1862474",2,"T033","Finding"
"6965","multiplex family","C0151295",2,"T047","Disease or Syndrome"
"6966","pragmatic language difficulties","C4274555",2,"T033","Finding"
"6970","high information transfer in physiologically relevant frequency bands","C0517287",2,"T033","Finding"
"6971","fixed effect of stimulus category","C2047953",2,"T184","Sign or Symptom"
"6973","increased excitation/inhibition ratio","C0033950",2,"T048","Mental or Behavioral Dysfunction"
"6974","decreased empathy","C0013989",2,"T055","Individual Behavior"
"6975","increased emotional symptoms","C0085633",2,"T048","Mental or Behavioral Dysfunction"
"6976","reduced adaptive behavior","C0085880",2,"T055","Individual Behavior"
"6980","fixed effects of population","C3552226",2,"T033","Finding"
"6984","pdd-nos—pervasive developmental disorder","C0524528",2,"T048","Mental or Behavioral Dysfunction"
"6985","reduced alpha","C4022643",2,"T033","Finding"
"6986","multiplex families","C0151295",2,"T047","Disease or Syndrome"
"6987","other variables","C0477327",2,"T047","Disease or Syndrome"
"6989","high hyperactivity","C0424295",2,"T048","Mental or Behavioral Dysfunction"
"6998","pragmatic) communication disorders","C0150080",2,"T048","Mental or Behavioral Dysfunction"
"6999","significant baseline imbalances","C1397014",2,"T184","Sign or Symptom"
"7001","pragmatic language outcomes","C0871858",2,"T054","Social Behavior"
"7004","multiple traits","C0278088",2,"T048","Mental or Behavioral Dysfunction"
"7005","other-injurious behavior","C0085271",2,"T055","Individual Behavior"
"7006","elevated cortisol levels","C0241003",2,"T033","Finding"
"7008","elevated cortical reactivity","C0742906",2,"T033","Finding"
"7016","striatal abnormalities","C1847988",2,"T033","Finding"
"7017","reduced alpha power","C0437313",2,"T033","Finding"
"7021","fixed strategy","C0679199",2,"T041","Mental Process"
"7022","fixed strategy agent","C0679199",2,"T041","Mental Process"
"7023","abnormal function","C0086565",2,"T033","Finding"
"7026","actual listener","C2584303",2,"T041","Mental Process"
"7027","other mutations","C3279215",2,"T033","Finding"
"7029","significant chronic health conditions","C3266262",2,"T047","Disease or Syndrome"
"7030","increased delta","C0855553",2,"T033","Finding"
"7032","other mental state","C0278060",2,"T033","Finding"
"7033","actual pragmatic impairments","C0454622",2,"T048","Mental or Behavioral Dysfunction"
"7034","reduced awareness","C0004448",2,"T041","Mental Process"
"7036","practical issues","C0033213",2,"T033","Finding"
"7038","increased cortical thickness","C0205400",2,"T033","Finding"
"7041","stress disorders","C0038441",2,"T048","Mental or Behavioral Dysfunction"
"7044","decreased coherence","C4068804",2,"T033","Finding"
"7045","significant cognitive","C0009240",2,"T041","Mental Process"
"7050","low intensity levels","C3279608",2,"T033","Finding"
"7055","stressful life events","C3843042",2,"T033","Finding"
"7056","typical language learners","C0520955",2,"T033","Finding"
"7058","muscle weakness","C0151786",2,"T184","Sign or Symptom"
"7059","muscular dystrophy","C0026850",2,"T047","Disease or Syndrome"
"7060","high iq","C0431067",2,"T033","Finding"
"7063","link between adhd","C1263846",2,"T048","Mental or Behavioral Dysfunction"
"7064","pragmatic deficits","C0871858",2,"T054","Social Behavior"
"7065","electronic media use on sleep problems","C0851578",2,"T048","Mental or Behavioral Dysfunction"
"7066","increased depressive symptoms","C0086132",2,"T184","Sign or Symptom"
"7068","high level","C0151714",2,"T047","Disease or Syndrome"
"7069","stress-induced social behavior deficits","C0562445",2,"T033","Finding"
"7071","global signal regression","C0684321",2,"T041","Mental Process"
"7075","pdd pervasive developmental disorder","C0524528",2,"T048","Mental or Behavioral Dysfunction"
"7076","increased eye contact","C0870532",2,"T054","Social Behavior"
"7078","increased growth rate of total brain volume","C0239789",2,"T033","Finding"
"7079","brugada syndrome","C1142166",2,"T047","Disease or Syndrome"
"7081","high fever","C0743973",2,"T033","Finding"
"7082","xyyyy syndrome","C0039082",2,"T047","Disease or Syndrome"
"7083","recurrent depression","C0221480",2,"T048","Mental or Behavioral Dysfunction"
"7084","elevated metabolites","C3553387",2,"T033","Finding"
"7086","increased head circumference","C4083076",2,"T033","Finding"
"7088","decreased interaction","C0313270",2,"T033","Finding"
"7092","types of oib","C3844047",2,"T033","Finding"
"7094","bulbous nasal tip","C1855751",2,"T033","Finding"
"7096","structural changes","C0815122",2,"T033","Finding"
"7097","increased group cohesion","C0237515",2,"T054","Social Behavior"
"7099","increased grooming","C0018249",2,"T055","Individual Behavior"
"7101","outcomes qualitative impairment in social interaction","C0150080",2,"T048","Mental or Behavioral Dysfunction"
"7105","visual/auditory impairments","C3151659",2,"T033","Finding"
"7107","type of stigma","C0277787",2,"T033","Finding"
"7108","decreased latency","C3280268",2,"T033","Finding"
"7110","sd) mean (sd) mean (sd","C3554442",2,"T033","Finding"
"7116","recruitment process","C0271510",2,"T047","Disease or Syndrome"
"7119","multiple forms of victimization","C0277702",2,"T033","Finding"
"7121","increased impulsivity","C0238677",2,"T033","Finding"
"7124","decreased levels","C0151598",2,"T033","Finding"
"7127","multiple genetic factors","C0814299",2,"T033","Finding"
"7131","mental rotation","C0870880",2,"T041","Mental Process"
"7135","structural anomalies","C0749075",2,"T033","Finding"
"7140","significant anxiety","C0003467",2,"T048","Mental or Behavioral Dysfunction"
"7141","other’s distress","C4061262",2,"T033","Finding"
"7142","significant association (rarr","C1719401",2,"T184","Sign or Symptom"
"7144","multiple quantitative traits","C0278088",2,"T048","Mental or Behavioral Dysfunction"
"7146","others’ emotions","C0349339",2,"T048","Mental or Behavioral Dysfunction"
"7147","vitamin b12 deficiency","C0042847",2,"T047","Disease or Syndrome"
"7151","pre-pregnancy obesity","C0747822",2,"T033","Finding"
"7154","verbal aggression","C0424322",2,"T033","Finding"
"7156","pre- and postcentral gyri","C3550289",2,"T033","Finding"
"7157","red to green","C0155016",2,"T047","Disease or Syndrome"
"7158","different cognitive processes","C0025361",2,"T041","Mental Process"
"7160","low high","C0151691",2,"T033","Finding"
"7162","high head motion","C0442804",2,"T033","Finding"
"7165","elevated lactate","C4054756",2,"T033","Finding"
"7168","bullying involvement of adolescents","C0424318",2,"T048","Mental or Behavioral Dysfunction"
"7173","bullying victimization in adolescents","C0562379",2,"T033","Finding"
"7175","recurrent perseveration","C0233651",2,"T048","Mental or Behavioral Dysfunction"
"7176","decreased habituation","C0013170",2,"T048","Mental or Behavioral Dysfunction"
"7179","structural and functional abnormalities","C0403466",2,"T047","Disease or Syndrome"
"7180","multiple neurodevelopmental disorders","C1535926",2,"T048","Mental or Behavioral Dysfunction"
"7181","first positive deflection","C0549397",2,"T033","Finding"
"7184","recurrent upper airways infections to severe pneumonia","C2169794",2,"T033","Finding"
"7185","increased glutamate levels","C0151904",2,"T033","Finding"
"7186","first psychotic episode","C0338614",2,"T048","Mental or Behavioral Dysfunction"
"7188","elevated levels of alexithymia","C0002020",2,"T048","Mental or Behavioral Dysfunction"
"7193","overestimation of emotional faces","C0424039",2,"T033","Finding"
"7195","mthfr deficiency","C1856058",2,"T047","Disease or Syndrome"
"7196","supervision neglect","C0521874",2,"T033","Finding"
"7201","metabolic dysregulation","C0813142",2,"T047","Disease or Syndrome"
"7203","motor neuron degeneration","C4024896",2,"T047","Disease or Syndrome"
"7204","increased stress levels","C4062658",2,"T033","Finding"
"7207","increased respiration","C0231835",2,"T033","Finding"
"7208","defect in ca2","C1849244",2,"T033","Finding"
"7209","motor milestones","C1854301",2,"T033","Finding"
"7211","emotionally charged impact","C0237593",2,"T048","Mental or Behavioral Dysfunction"
"7212","febrile response","C0015967",2,"T184","Sign or Symptom"
"7214","adhd inattentive subtype","C0339002",2,"T048","Mental or Behavioral Dysfunction"
"7215","febrile seizure","C0009952",2,"T047","Disease or Syndrome"
"7217","emotional instability","C0085633",2,"T048","Mental or Behavioral Dysfunction"
"7218","emotional insight","C0233820",2,"T041","Mental Process"
"7220","emotional impulses","C0233461",2,"T048","Mental or Behavioral Dysfunction"
"7224","prenatal alcohol exposure","C0678807",2,"T033","Finding"
"7230","low cu traits","C0268070",2,"T047","Disease or Syndrome"
"7232","febrile episodes","C2677118",2,"T033","Finding"
"7233","shared attention-related problems","C2370876",2,"T041","Mental Process"
"7234","metabolic dysfunction","C3711368",2,"T047","Disease or Syndrome"
"7237","increased symptom severity","C2073281",2,"T184","Sign or Symptom"
"7238","turning of the head to the human","C0560899",2,"T033","Finding"
"7241","secondary generalization","C0815106",2,"T041","Mental Process"
"7242","increased symptoms","C0232461",2,"T033","Finding"
"7243","metabolic disorders","C1836805",2,"T033","Finding"
"7244","intra-individual discrepancies","C1290905",2,"T033","Finding"
"7248","metabolic disorder","C0025517",2,"T047","Disease or Syndrome"
